Name,Index,Level,Type,Max_Health,Attack,Defense,Speed,Moves,Evolved_Form,Evolution_Level,Evolution_Item,Abilities,Held_Item,Region,Sub_Region,Mana_Cost,Rarity,Price,Description,Class,Class_Type,Type2
Grotle,388,1,Grass,75,89,85,36,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Torterra,389,1,Grass,95,109,105,56,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ground
Chimchar,390,1,Fire,44,58,44,61,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Monferno,391,1,Fire,64,78,52,81,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Fighting
Infernape,392,1,Fire,76,104,71,108,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Fighting
Piplup,393,1,Water,53,51,53,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Prinplup,394,1,Water,64,66,68,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Empoleon,395,1,Water,84,86,88,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Steel
Starly,396,1,Normal,40,55,30,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Staravia,397,1,Normal,55,75,50,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Staraptor,398,1,Normal,85,120,70,100,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Bidoof,399,1,Normal,59,45,40,31,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Bibarel,400,1,Normal,79,85,60,71,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Water
Kricketot,401,1,Bug,37,25,41,25,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Kricketune,402,1,Bug,77,85,51,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Shinx,403,1,Electric,45,65,34,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Luxio,404,1,Electric,60,85,49,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Luxray,405,1,Electric,80,120,79,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Budew,406,1,Grass,40,30,35,55,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Poison
Roserade,407,1,Grass,60,70,65,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Poison
Cranidos,408,1,Rock,67,125,40,58,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Rampardos,409,1,Rock,97,165,60,58,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Shieldon,410,1,Rock,30,42,118,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Steel
Bastiodon,411,1,Rock,60,52,168,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Steel
Burmy,412,1,Bug,40,29,45,36,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Wormadam Plant,413,1,Bug,60,59,85,36,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Grass
Wormadam Sandy,413,1,Bug,60,79,105,36,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ground
Wormadam Trash,413,1,Bug,60,69,95,36,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Steel
Mothim,414,1,Bug,70,94,50,66,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Combee,415,1,Bug,30,30,42,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Vespiquen,416,1,Bug,70,80,102,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Pachirisu,417,1,Electric,60,45,70,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Buizel,418,1,Water,55,65,35,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Floatzel,419,1,Water,85,105,55,115,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Cherubi,420,1,Grass,45,35,45,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Cherrim,421,1,Grass,70,60,70,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Shellos,422,1,Water,76,48,48,34,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Gastrodon,423,1,Water,111,83,68,39,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ground
Ambipom,424,1,Normal,75,100,66,115,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Drifloon,425,1,Ghost,90,50,34,70,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Drifblim,426,1,Ghost,150,80,44,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Buneary,427,1,Normal,55,66,44,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Lopunny,428,1,Normal,65,76,84,105,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Mismagius,429,1,Ghost,60,60,60,105,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Honchkrow,430,1,Dark,100,125,52,71,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Glameow,431,1,Normal,49,55,42,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Purugly,432,1,Normal,71,82,64,112,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Chingling,433,1,Psychic,45,30,50,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Stunky,434,1,Poison,63,63,47,74,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Dark
Skuntank,435,1,Poison,103,93,67,84,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Dark
Bronzor,436,1,Steel,57,24,86,23,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Psychic
Bronzong,437,1,Steel,67,89,116,33,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Psychic
Bonsly,438,1,Rock,50,80,95,10,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Mime Jr,439,1,Psychic,20,25,45,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Fairy
Happiny,440,1,Normal,100,5,5,30,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Chatot,441,1,Normal,76,65,45,91,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Spiritomb,442,1,Ghost,50,92,108,35,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Dark
Gible,443,1,Dragon,58,70,45,42,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ground
Gabite,444,1,Dragon,68,90,65,82,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ground
Garchomp,445,1,Dragon,108,130,95,102,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ground
Munchlax,446,1,Normal,135,85,40,5,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Riolu,447,1,Fighting,40,70,40,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Lucario,448,1,Fighting,70,110,70,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Steel
Hippopotas,449,1,Ground,68,72,78,32,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Hippowdon,450,1,Ground,108,112,118,47,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Skorupi,451,1,Poison,40,50,90,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Bug
Drapion,452,1,Poison,70,90,110,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Dark
Croagunk,453,1,Poison,48,61,40,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Fighting
Toxicroak,454,1,Poison,83,106,65,85,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Fighting
Carnivine,455,1,Grass,74,100,72,46,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Finneon,456,1,Water,49,49,56,66,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Lumineon,457,1,Water,69,69,76,91,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Mantyke,458,1,Water,45,20,50,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Snover,459,1,Grass,60,62,50,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ice
Abomasnow,460,1,Grass,90,92,75,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ice
Weavile,461,1,Dark,70,120,65,125,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ice
Magnezone,462,1,Electric,70,70,115,60,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Steel
Lickilicky,463,1,Normal,110,85,95,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Rhyperior,464,1,Ground,115,140,130,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Rock
Tangrowth,465,1,Grass,100,100,125,50,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Electivire,466,1,Electric,75,123,67,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Magmortar,467,1,Fire,75,95,67,83,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Togekiss,468,1,Fairy,85,50,95,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Yanmega,469,1,Bug,86,76,86,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Leafeon,470,1,Grass,65,110,130,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Glaceon,471,1,Ice,65,60,110,65,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Gliscor,472,1,Ground,75,95,125,95,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Flying
Mamoswine,473,1,Ice,110,130,80,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ground
Porygon-Z,474,1,Normal,85,80,70,90,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Gallade,475,1,Psychic,68,125,65,80,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Fighting
Probopass,476,1,Rock,60,55,145,40,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Steel
Dusknoir,477,1,Ghost,45,100,135,45,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,
Froslass,478,1,Ice,70,80,70,110,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ghost
Rotom,479,1,Electric,50,50,77,91,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ghost
RotomHeat,479,1,Electric,50,65,107,86,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Fire
RotomWash,479,1,Electric,50,65,107,86,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Water
RotomFrost,479,1,Electric,50,65,107,86,Pound:1/Transform:10/Mega Punch:20/Metronome:30/Psychic:40/Barrier:50/Ancient Power:60/Amnesia:70/Psychic:80,None,None,None,Synchronize,None,Sinnoh,Twinleaf Town,50,10,100,A pet monster,Monster,Pokemon,Ice
